time,vehicle_id,cargo_id,imei,lat,lng,speed,heading,accuracy
2026-07-02 20:13:09.994+08,1,SH-HZ-20260629-0291,861234567890123,29.61974,106.5038,0,0,5
2026-07-02 20:13:12.523+08,1,SH-HZ-20260629-0291,861234567890123,29.61972,106.50377,0,0,5
2026-07-02 20:13:15.566+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50376,0,0,5
2026-07-02 20:13:18.548+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50371,0,0,5
2026-07-02 20:13:21.61+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50367,0,0,5
2026-07-02 20:13:24.591+08,1,SH-HZ-20260629-0291,861234567890123,29.61966,106.50364,0,0,5
2026-07-02 20:13:27.57+08,1,SH-HZ-20260629-0291,861234567890123,29.61965,106.50361,0,0,5
2026-07-02 20:13:30.568+08,1,SH-HZ-20260629-0291,861234567890123,29.61965,106.50358,0,0,5
2026-07-02 20:13:33.565+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50354,0,0,5
2026-07-02 20:13:36.594+08,1,SH-HZ-20260629-0291,861234567890123,29.61972,106.50348,0,0,5
2026-07-02 20:13:39.559+08,1,SH-HZ-20260629-0291,861234567890123,29.61972,106.50345,0,0,5
2026-07-02 20:13:42.508+08,1,SH-HZ-20260629-0291,861234567890123,29.6197,106.50342,0,0,5
2026-07-02 20:13:45.525+08,1,SH-HZ-20260629-0291,861234567890123,29.61972,106.50339,0,0,5
2026-07-02 20:13:48.587+08,1,SH-HZ-20260629-0291,861234567890123,29.61973,106.50338,0,0,5
2026-07-02 20:13:51.562+08,1,SH-HZ-20260629-0291,861234567890123,29.61972,106.50335,0,0,5
2026-07-02 20:13:54.529+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50332,0,0,5
2026-07-02 20:13:57.528+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50332,0,0,5
2026-07-02 20:14:00.573+08,1,SH-HZ-20260629-0291,861234567890123,29.61972,106.50331,0,0,5
2026-07-02 20:14:03.549+08,1,SH-HZ-20260629-0291,861234567890123,29.6197,106.50329,0,0,5
2026-07-02 20:14:06.527+08,1,SH-HZ-20260629-0291,861234567890123,29.6197,106.50328,0,0,5
2026-07-02 20:14:09.517+08,1,SH-HZ-20260629-0291,861234567890123,29.61969,106.50326,0,0,5
2026-07-02 20:14:12.525+08,1,SH-HZ-20260629-0291,861234567890123,29.61968,106.50322,0,0,5
2026-07-02 20:14:15.528+08,1,SH-HZ-20260629-0291,861234567890123,29.61965,106.50319,0,0,5
